province,tmp,tmx,tmn,pre,srad,ws,vpd,vap,dtr,pet,cld
Abra,0.5101785628906015,2.8124378039062243,-1.744999329882834,6.690990711425769,-3.3422663108594293,-4.272110794591745,0.1932583221992804,23.03404450107016,4.557437243789064,0.44500424478779443,46.83929607382814
Agusan del Norte,-0.46202023378908663,2.752500680468728,-3.624880851562523,214.4303124291992,-31.774794785325383,-1.2435387441217056,0.2788547792200993,25.364442963185205,6.37738213203125,0.12023114738823137,63.742157151367195
Agusan del Sur,-0.9628177931640849,-1.3588938832031516,-0.5184169583984612,73.91608301074217,-31.74504282293563,-0.6170561409008879,0.3962620995608075,26.91220372960333,-0.8404768248046874,-3.226964133478304,63.70169521640625
Aklan,0.7575897113281016,2.4176472843749757,-0.8524769169922131,92.80372280761722,-33.61381133618045,-3.9147819053494257,0.03398951084486668,27.395741938286566,3.2701238713671876,0.29603951566506703,59.47500969433594
Albay,-0.3160601806640848,1.5586928269531057,-2.1399762365234594,-13.456590737792965,-34.56569685373938,-3.824306836997705,0.03361184425243191,26.944623354386287,3.6986694534765636,-0.022667294844674668,60.41997881699218
Antique,-0.20939548183595846,2.562731583007789,-2.9265281501953346,161.2204245322266,-37.865259870824474,-3.861990145535978,-0.03756266665792429,27.076119244113205,5.489259263203126,2.0053137260658045,60.08363297109375
Apayao,1.777777129492165,4.059975645703105,-0.45316468320314485,28.98698647363281,-11.417424706175126,-4.507430367867993,0.12888987509127825,24.178361663448722,4.51314054890625,0.4566832055370722,49.13344950703126
Basilan,0.8321204210937267,3.9299421867187263,-2.2177915480469004,-15.507882605957064,-38.71687720627125,-2.2644510990049085,0.12127110490012405,26.605802958168997,6.1477342347656245,0.12484875098144954,59.02485024316407
Bataan,0.6958298080077867,2.9011243675781024,-1.4586370550781496,38.01052183789062,-19.919549995191602,-2.988672573337312,0.3854863951781775,25.434929165283773,4.35976183265625,0.4138601743426462,49.48968526777343
Batanes,-0.02355831972658251,2.828174598242164,-2.8252906376953355,44.35083755859375,-22.408220243908573,-3.1037574093228333,-0.041062486420014865,24.396253007841892,5.6534650759375,2.278271283656937,47.82815887851561
Batangas,0.2596157083984174,2.3219143923827907,-1.7510192273437752,-49.05853629882813,-31.79527569939151,-3.431791229496245,0.14710043748407087,26.816871279766026,4.072933649726562,0.08197284636962321,57.18156616210937
Benguet,0.16217519296872496,2.480660840624978,-2.108800999414086,-35.038604177734385,-11.076499528729215,-3.6123328542240376,0.11541861047571189,19.76329312403542,4.5894619600390625,0.059437582642525744,55.28045327050781
Biliran,1.577786724999978,3.744394020898415,-0.5488177191406436,-38.81990985595701,-35.729562356514265,-3.565804329119233,-0.0723923070653485,27.63071512869516,4.293212020039063,-0.007202251838997142,60.501904156640634
Bohol,0.4624260673827898,2.3023405978515363,-1.3269229078125235,13.631638887207032,-46.127402255588606,-3.222364183722607,0.23007591640550062,27.146675143082614,3.629263575664062,-0.8163506176114592,64.0101363466797
Bukidnon,-0.09436510449221203,0.09409223710935066,-0.22991204960939626,31.894477662597637,-31.977643024102008,-1.076747982633901,0.41231172198816113,22.561259048625644,0.32400518671875034,-2.941892410457458,66.41926998847657
Bulacan,1.1001808341796604,3.2246740320312277,-0.9793024083984605,-53.5415437607422,-18.009310898103763,-3.7226163910168437,0.2684057416368011,26.488419592166426,4.203976570429688,0.45674951760854343,52.415822683789074
Camarines Norte,-0.5211056570312742,1.013129742578105,-2.0120077566406493,4.240798463378894,-28.466365923311713,-3.5878683519824524,0.07414912808028207,27.437471525551466,3.02513756921875,-0.05862511254981584,58.84378343828126
Camarines Sur,-0.07745514433596057,1.653034077148412,-1.7583693210937739,-18.27922544384768,-30.807702608119087,-3.63918868181272,0.05027608411186235,27.378859524893187,3.411403358242188,0.04570605643670156,59.364634028124996
Camiguin,-0.1171159187500237,0.778960331054666,-0.9557073273437737,30.65887409667971,-32.54402870686866,-1.853377972348535,0.3052599843568189,25.605222245074835,1.734667658398438,-2.118876243788568,63.89656374941407
